date,city_id,city_name,temp_mean_c,temp_max_c,temp_min_c,humidity_mean_pct,precip_sum_mm,wind_max_kmh,rainy_hours_count,temp_7d_avg,precip_7d_sum
2026-03-10,US_NYC,Нью-Йорк,,,,,0.0,,0,,0.0
